,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.0,0.0,0.0,0.0,0.0,0.02313766195,0.03302375387,0.01344845283,0.0,0.0,0.04309381549,0.0,0.0
1,0.0,1.0,0.0,0.0,0.0,0.06906262807,0.03963219178999999,,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1.0,0.0,0.0,0.04763828606000001,0.06799282647,0.03098508733,0.0,0.0,0.08768756161,0.0,0.0
3,0.0,0.0,0.0,1.0,0.0,0.02370981998,0.03384037942,0.014706354880000001,0.0,0.0,0.04169268268,0.0,0.0
4,0.0,0.0,0.0,0.0,1.0,0.002744315111,0.003916886113,0.0006659481456,0.0,0.0,0.004499791905000001,0.0,0.0
5,0.0697703528,0.38724890549999996,0.07449736242999999,0.07126256095,0.05245263111,1.0,0.0,0.33673817869999995,0.1070389907,0.1645,0.005542576544,0.001888688159,0.05772096653
6,0.20866512010000002,0.48732056890000003,0.21509029559999998,0.2113003227,0.19253580329999997,0.0,1.0,0.42375701649999997,0.234726195,0.2475,0.061194029850000005,0.02940074002,0.1845744804
7,0.06420559922,1.0,0.07184832497,0.06851676291,0.02680565897,0.6278420734000001,0.3602926526,1.0,0.06,0.02935082992,0.0,0.0,0.045928819860000004
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0064254513549999994,,0.0
10,0.2118696459,0.0,0.2093896109,0.2000344738,0.1865227103,0.01064687334,0.05360433203,0.0,0.18,0.2464505132,1.0,0.0,0.28188574969999997
11,0.0,0.0,0.0,0.0,0.0,0.003310742385,0.02350194685,0.0,0.08,0.025635125090000002,0.0,1.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.08577874886,0.1224296688,0.03566522291,0.0,0.0,0.2125590324,0.0,1.0
